subsidiary;customer_id;year;risk;Status of existing checking account;Duration in month;Credit history;Purpose;Credit amount;Savings account/bonds;Present employment since;Installment rate in percentage of disposable income;Personal status and sex;Other debtors / guarantors;RGPD KO;Present residence since;Property;Age in years;Evaluation;Other installment plans;Housing;Number of existing credits at this bank;Job;Number of people being liable to provide maintenance for;Téléphone;foreign worker
german;319;2011;0;no checking account;12;critical account;education;701;<100 DM;1<= < 4 years;4;male:single;none;1;2;car or other;32;18,3;none;own;2;skilled employee / official;1;none;yes
german;196;2010;1;0 <= <200 DM;9;critical account;education;1501;<100 DM;>=7 years;2;female:divorced/separated/married;none;1;3;car or other;34;58,1;none;own;2;management/ highly qualified employee;1;yes;yes
german;13;2010;0;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;1567;<100 DM;1<= < 4 years;1;female:divorced/separated/married;none;1;1;car or other;22;68;none;own;1;skilled employee / official;1;yes;yes
german;981;2014;1;0 <= <200 DM;30;critical account;furniture/equipment;8386;<100 DM;4<= <7 years;2;male:single;none;;2;savings agreement/life insurance;49;40,1;none;own;1;skilled employee / official;1;none;yes
german;154;2010;0;0 <= <200 DM;24;critical account;car (used);7758;>= 1000 DM;>=7 years;2;female:divorced/separated/married;none;1;4;unknown / no property;29;5,8;none;rent;1;skilled employee / official;1;none;yes
german;394;2011;0;<0 DM;6;critical account;radio/télévision;1957;<100 DM;4<= <7 years;1;female:divorced/separated/married;none;1;4;car or other;31;82,1;none;own;1;skilled employee / official;1;none;yes
german;215;2011;0;no checking account;36;critical account;radio/télévision;3342;no savings account;>=7 years;4;male:single;none;2;2;car or other;51;30,1;none;own;1;skilled employee / official;1;yes;yes
german;610;2013;0;no checking account;15;existing credits paid back duly till now;car (used);1300;no savings account;>=7 years;4;male:single;none;;4;unknown / no property;45;33,2;bank;for free;1;skilled employee / official;2;none;yes
german;153;2010;0;>= 200 DM ;36;existing credits paid back duly till now;radio/télévision;5848;<100 DM;1<= < 4 years;4;male:single;none;3;1;car or other;24;98,2;none;own;1;skilled employee / official;1;none;yes
german;730;2013;0;>= 200 DM ;24;critical account;business;1275;>= 1000 DM;1<= < 4 years;2;male:divorced/separated;none;;4;real estate;36;6,5;none;own;2;skilled employee / official;1;yes;yes
german;230;2011;0;<0 DM;24;existing credits paid back duly till now;furniture/equipment;3149;<100 DM;<1 years;4;male:single;none;2;1;unknown / no property;22;65,5;bank;for free;1;skilled employee / official;1;none;yes
german;702;2013;1;<0 DM;48;critical account;car (used);6331;<100 DM;>=7 years;4;male:single;none;;4;unknown / no property;46;39,4;none;for free;2;skilled employee / official;1;yes;yes
german;860;2014;0;no checking account;9;existing credits paid back duly till now;car (new);3577;100 <= <500 DM;1<= < 4 years;1;male:single;guarantor;;2;real estate;26;60,7;none;rent;1;skilled employee / official;2;none;no
german;434;2012;0;no checking account;24;critical account;repairs;2058;<100 DM;1<= < 4 years;4;male:divorced/separated;none;2;2;real estate;33;88,6;none;own;2;skilled employee / official;1;yes;yes
german;644;2013;0;no checking account;24;critical account;radio/télévision;1851;<100 DM;4<= <7 years;4;male:married/widowed;guarantor;;2;car or other;33;57,2;none;own;2;skilled employee / official;1;yes;yes
german;875;2014;0;<0 DM;12;existing credits paid back duly till now;furniture/equipment;3590;<100 DM;1<= < 4 years;2;male:single;co-applicant;;2;savings agreement/life insurance;29;23,5;none;own;1;unskilled - resident;2;none;yes
german;303;2011;1;>= 200 DM ;24;critical account;car (new);1344;no savings account;4<= <7 years;4;male:single;none;3;2;real estate;37;30,2;bank;own;2;unskilled - resident;2;none;yes
german;663;2013;0;no checking account;21;existing credits paid back duly till now;furniture/equipment;2241;<100 DM;>=7 years;4;male:single;none;;2;real estate;50;49,6;none;own;2;skilled employee / official;1;none;yes
german;276;2011;0;no checking account;9;existing credits paid back duly till now;radio/télévision;2697;<100 DM;1<= < 4 years;1;male:single;none;3;2;real estate;32;84,1;none;own;1;skilled employee / official;2;none;yes
german;69;2010;1;no checking account;36;existing credits paid back duly till now;education;1819;<100 DM;1<= < 4 years;4;male:single;none;3;4;unknown / no property;37;64,3;store;for free;1;skilled employee / official;1;yes;yes
german;534;2012;0;no checking account;24;existing credits paid back duly till now;radio/télévision;1311;100 <= <500 DM;4<= <7 years;4;male:married/widowed;none;3;3;savings agreement/life insurance;26;94,4;none;own;1;skilled employee / official;1;yes;yes
german;110;2010;0;0 <= <200 DM;14;existing credits paid back duly till now;business;1410;500 <= < 1000 DM;>=7 years;1;male:married/widowed;none;2;2;real estate;35;17,1;none;own;1;skilled employee / official;1;yes;yes
german;12;2010;1;<0 DM;48;existing credits paid back duly till now;business;4308;<100 DM;<1 years;3;female:divorced/separated/married;none;3;4;savings agreement/life insurance;24;37,8;none;rent;1;skilled employee / official;1;none;yes
german;603;2013;1;0 <= <200 DM;24;all credits at this bank paid back duly;education;1837;<100 DM;4<= <7 years;4;female:divorced/separated/married;none;;4;unknown / no property;34;86,6;bank;for free;1;unskilled - resident;1;none;yes
german;601;2013;0;0 <= <200 DM;7;existing credits paid back duly till now;radio/télévision;2329;<100 DM;<1 years;1;female:divorced/separated/married;guarantor;;1;real estate;45;37,6;none;own;1;skilled employee / official;1;none;yes
german;269;2011;1;<0 DM;14;existing credits paid back duly till now;car (new);8978;<100 DM;>=7 years;1;male:divorced/separated;none;2;4;savings agreement/life insurance;45;75,1;none;own;1;management/ highly qualified employee;1;yes;no
german;695;2013;0;no checking account;24;existing credits paid back duly till now;radio/télévision;2284;<100 DM;4<= <7 years;4;male:single;none;;2;car or other;28;39,8;none;own;1;skilled employee / official;1;yes;yes
german;267;2011;0;no checking account;36;critical account;business;6304;no savings account;>=7 years;4;male:single;none;3;4;real estate;36;33,9;none;own;2;skilled employee / official;1;none;yes
german;972;2014;0;no checking account;24;existing credits paid back duly till now;car (new);7393;<100 DM;1<= < 4 years;1;male:single;none;;4;savings agreement/life insurance;43;32,2;none;own;1;unskilled - resident;2;none;yes
german;885;2014;1;0 <= <200 DM;24;existing credits paid back duly till now;furniture/equipment;4057;<100 DM;4<= <7 years;3;male:divorced/separated;none;;3;car or other;43;32,6;none;own;1;skilled employee / official;1;yes;yes
german;681;2013;0;no checking account;6;existing credits paid back duly till now;education;1538;<100 DM;<1 years;1;female:divorced/separated/married;none;;2;unknown / no property;56;91,8;none;own;1;skilled employee / official;1;none;yes
german;748;2013;1;<0 DM;12;existing credits paid back duly till now;car (new);1274;<100 DM;<1 years;3;female:divorced/separated/married;none;;1;real estate;37;78,6;none;own;1;unskilled - resident;1;none;yes
german;468;2012;0;no checking account;48;delay in paying off;radio/télévision;7238;no savings account;>=7 years;3;male:single;none;3;3;car or other;32;32,9;bank;own;2;skilled employee / official;2;none;yes
german;36;2010;1;0 <= <200 DM;45;critical account;radio/télévision;4746;<100 DM;<1 years;4;male:single;none;3;2;savings agreement/life insurance;25;27,7;none;own;2;unskilled - resident;1;none;yes
german;432;2012;1;0 <= <200 DM;24;existing credits paid back duly till now;others;11328;<100 DM;1<= < 4 years;2;male:single;co-applicant;3;3;car or other;29;59,7;bank;own;2;management/ highly qualified employee;1;yes;yes
german;359;2011;0;no checking account;12;existing credits paid back duly till now;radio/télévision;776;<100 DM;1<= < 4 years;4;male:married/widowed;none;2;2;real estate;28;89,2;none;own;1;skilled employee / official;1;none;yes
german;807;2014;0;0 <= <200 DM;6;existing credits paid back duly till now;radio/télévision;590;<100 DM;<1 years;3;male:married/widowed;none;;3;real estate;26;65,7;none;own;1;unskilled - resident;1;none;no
german;64;2010;1;0 <= <200 DM;48;no credits taken;business;14421;<100 DM;1<= < 4 years;2;male:single;none;1;2;car or other;25;6,4;none;own;1;skilled employee / official;1;yes;yes
german;750;2013;0;no checking account;15;existing credits paid back duly till now;car (used);3029;<100 DM;4<= <7 years;2;male:single;none;;2;car or other;33;58,3;none;own;1;skilled employee / official;1;none;yes
german;879;2014;1;<0 DM;9;existing credits paid back duly till now;car (new);1422;<100 DM;<1 years;3;male:single;none;;2;unknown / no property;27;90,5;none;for free;1;management/ highly qualified employee;1;yes;yes
german;752;2013;1;<0 DM;18;existing credits paid back duly till now;car (new);976;<100 DM;<1 years;1;female:divorced/separated/married;none;;2;car or other;23;33,5;none;own;1;unskilled - resident;1;none;yes
german;231;2011;1;>= 200 DM ;36;existing credits paid back duly till now;radio/télévision;4210;<100 DM;1<= < 4 years;4;male:single;none;3;2;car or other;26;51,2;none;own;1;skilled employee / official;1;none;yes
german;777;2013;0;no checking account;36;critical account;car (new);3535;<100 DM;4<= <7 years;4;male:single;none;;4;car or other;37;69,3;none;own;2;skilled employee / official;1;yes;yes
german;976;2014;0;>= 200 DM ;24;existing credits paid back duly till now;radio/télévision;1258;500 <= < 1000 DM;1<= < 4 years;3;female:divorced/separated/married;none;;3;car or other;57;67,4;none;own;1;unskilled - resident;1;none;yes
german;554;2012;0;0 <= <200 DM;12;critical account;car (new);1995;100 <= <500 DM;<1 years;4;male:single;none;2;1;car or other;27;81;none;own;1;skilled employee / official;1;none;yes
german;460;2012;0;no checking account;18;existing credits paid back duly till now;radio/télévision;4594;<100 DM;<1 years;3;male:single;none;1;2;car or other;32;86,3;none;own;1;skilled employee / official;1;yes;yes
german;536;2012;1;>= 200 DM ;21;critical account;education;2319;<100 DM;<1 years;2;male:divorced/separated;none;2;1;car or other;33;71,8;none;rent;1;skilled employee / official;1;none;yes
german;38;2010;1;>= 200 DM ;18;existing credits paid back duly till now;radio/télévision;2100;<100 DM;1<= < 4 years;4;male:single;co-applicant;2;2;real estate;37;79,3;store;own;1;skilled employee / official;1;none;yes
german;141;2010;0;>= 200 DM ;6;existing credits paid back duly till now;car (new);709;>= 1000 DM;<1 years;2;male:married/widowed;none;3;2;real estate;27;47,8;none;own;1;unemployed/ unskilled  - non-resident;1;none;no
german;739;2013;0;no checking account;6;critical account;car (new);6761;<100 DM;4<= <7 years;1;male:single;none;;3;unknown / no property;45;99;none;own;2;management/ highly qualified employee;2;yes;yes
german;480;2012;0;<0 DM;15;critical account;furniture/equipment;1478;<100 DM;>=7 years;4;male:single;none;3;4;car or other;44;80,9;none;own;2;skilled employee / official;2;yes;yes
german;477;2012;0;no checking account;39;existing credits paid back duly till now;car (used);2569;500 <= < 1000 DM;1<= < 4 years;4;male:single;none;3;4;car or other;24;8,1;none;own;1;skilled employee / official;1;none;yes
german;238;2011;1;0 <= <200 DM;21;existing credits paid back duly till now;business;2767;100 <= <500 DM;>=7 years;4;male:divorced/separated;none;1;2;car or other;61;86,1;bank;rent;2;unskilled - resident;1;none;yes
german;511;2012;1;<0 DM;12;existing credits paid back duly till now;car (new);759;<100 DM;4<= <7 years;4;male:single;none;1;2;real estate;26;21,8;none;own;1;skilled employee / official;1;none;yes
german;865;2014;1;no checking account;10;existing credits paid back duly till now;furniture/equipment;2210;<100 DM;1<= < 4 years;2;male:single;none;;2;real estate;25;84,7;bank;rent;1;unskilled - resident;1;none;yes
german;954;2014;1;no checking account;36;existing credits paid back duly till now;furniture/equipment;10974;<100 DM;unemployed;4;female:divorced/separated/married;none;;2;car or other;26;67,9;none;own;2;management/ highly qualified employee;1;yes;yes
german;788;2013;0;no checking account;48;critical account;car (used);2751;no savings account;>=7 years;4;male:single;none;;3;car or other;38;63;none;own;2;skilled employee / official;2;yes;yes
german;79;2010;0;no checking account;54;no credits taken;car (used);9436;no savings account;1<= < 4 years;2;male:single;none;1;2;savings agreement/life insurance;39;46;none;own;1;unskilled - resident;2;none;yes
german;869;2014;0;no checking account;36;existing credits paid back duly till now;business;7409;no savings account;>=7 years;3;male:single;none;;2;savings agreement/life insurance;37;77;none;own;2;skilled employee / official;1;none;yes
german;310;2011;0;0 <= <200 DM;9;existing credits paid back duly till now;car (new);276;<100 DM;1<= < 4 years;4;male:married/widowed;none;1;4;real estate;22;66;none;rent;1;unskilled - resident;1;none;yes
german;658;2013;0;no checking account;48;existing credits paid back duly till now;radio/télévision;10222;no savings account;4<= <7 years;4;male:single;none;;3;car or other;37;6,4;store;own;1;skilled employee / official;1;yes;yes
german;522;2012;1;<0 DM;18;existing credits paid back duly till now;radio/télévision;3190;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;3;2;real estate;24;26,9;none;own;1;skilled employee / official;1;none;yes
german;308;2011;1;<0 DM;12;existing credits paid back duly till now;radio/télévision;727;100 <= <500 DM;<1 years;4;male:married/widowed;none;2;3;unknown / no property;33;18,7;none;own;1;unskilled - resident;1;yes;yes
german;265;2011;0;no checking account;10;critical account;car (new);1231;<100 DM;>=7 years;3;male:single;none;1;4;real estate;32;6,4;none;own;2;unskilled - resident;2;none;no
german;15;2010;0;<0 DM;15;existing credits paid back duly till now;car (new);1403;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;3;4;car or other;28;57,4;none;rent;1;skilled employee / official;1;none;yes
german;165;2010;0;no checking account;36;existing credits paid back duly till now;car (new);909;500 <= < 1000 DM;>=7 years;4;male:single;none;3;4;savings agreement/life insurance;36;13,1;none;own;1;skilled employee / official;1;none;yes
german;652;2013;1;0 <= <200 DM;12;existing credits paid back duly till now;furniture/equipment;1922;<100 DM;1<= < 4 years;4;male:single;none;;2;savings agreement/life insurance;37;78,9;none;own;1;unskilled - resident;1;none;yes
german;928;2014;1;<0 DM;48;existing credits paid back duly till now;car (used);10297;<100 DM;4<= <7 years;4;male:single;none;;4;unknown / no property;39;54,8;store;for free;3;skilled employee / official;2;yes;yes
german;113;2010;0;0 <= <200 DM;18;existing credits paid back duly till now;car (new);6260;<100 DM;4<= <7 years;3;male:single;none;2;3;real estate;28;55,5;none;rent;1;unskilled - resident;1;none;yes
german;582;2012;0;0 <= <200 DM;12;critical account;car (new);3124;<100 DM;<1 years;1;male:single;none;3;3;real estate;49;64,5;bank;own;2;unskilled - resident;2;none;yes
german;619;2013;1;0 <= <200 DM;30;existing credits paid back duly till now;furniture/equipment;3441;100 <= <500 DM;1<= < 4 years;2;female:divorced/separated/married;co-applicant;;4;car or other;21;71,5;none;rent;1;skilled employee / official;1;none;yes
german;466;2012;0;<0 DM;24;existing credits paid back duly till now;car (used);2924;<100 DM;1<= < 4 years;3;male:single;guarantor;1;4;unknown / no property;63;99,1;bank;own;1;skilled employee / official;2;yes;yes
german;459;2012;0;<0 DM;6;existing credits paid back duly till now;domestic appliances;343;<100 DM;<1 years;4;female:divorced/separated/married;none;3;1;real estate;27;83,6;none;own;1;skilled employee / official;1;none;yes
german;874;2014;0;no checking account;15;existing credits paid back duly till now;domestic appliances;874;no savings account;<1 years;4;female:divorced/separated/married;none;;1;real estate;24;86,8;none;own;1;skilled employee / official;1;none;yes
german;809;2014;0;0 <= <200 DM;42;all credits at this bank paid back duly;car (used);9283;<100 DM;unemployed;1;male:single;none;;2;unknown / no property;55;66,2;bank;for free;1;management/ highly qualified employee;1;yes;yes
german;157;2010;0;<0 DM;9;critical account;repairs;1288;100 <= <500 DM;>=7 years;3;male:single;guarantor;1;4;real estate;48;49,4;none;own;2;skilled employee / official;2;none;no
german;336;2011;1;<0 DM;6;critical account;furniture/equipment;3384;<100 DM;1<= < 4 years;1;male:divorced/separated;none;3;4;real estate;44;91,2;none;rent;1;management/ highly qualified employee;1;yes;yes
german;517;2012;0;<0 DM;6;critical account;car (new);1361;<100 DM;<1 years;2;male:single;none;1;4;real estate;40;12,7;none;own;1;unskilled - resident;2;none;no
german;478;2012;0;>= 200 DM ;24;existing credits paid back duly till now;radio/télévision;5152;<100 DM;4<= <7 years;4;male:single;none;1;2;car or other;25;36,2;bank;own;1;skilled employee / official;1;none;yes
german;935;2014;0;<0 DM;12;existing credits paid back duly till now;radio/télévision;1498;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;1;car or other;23;29,4;bank;own;1;skilled employee / official;1;none;yes
german;719;2013;0;>= 200 DM ;24;critical account;radio/télévision;3148;no savings account;1<= < 4 years;3;male:single;none;;2;car or other;31;87,5;none;own;2;skilled employee / official;1;yes;yes
german;291;2011;0;no checking account;12;existing credits paid back duly till now;business;1076;<100 DM;1<= < 4 years;2;male:married/widowed;none;3;2;real estate;26;53,9;none;own;1;skilled employee / official;1;yes;no
german;4;2010;0;<0 DM;42;existing credits paid back duly till now;furniture/equipment;7882;<100 DM;4<= <7 years;2;male:single;guarantor;1;4;savings agreement/life insurance;45;95,8;none;for free;1;skilled employee / official;2;none;yes
german;581;2012;1;0 <= <200 DM;18;critical account;car (new);1056;<100 DM;>=7 years;3;male:single;guarantor;2;3;real estate;30;87,5;bank;own;2;skilled employee / official;1;none;yes
german;469;2012;0;no checking account;33;delay in paying off;business;2764;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;1;2;car or other;26;24,3;none;own;2;skilled employee / official;1;yes;yes
german;259;2011;0;no checking account;15;existing credits paid back duly till now;car (used);3812;100 <= <500 DM;<1 years;1;female:divorced/separated/married;none;1;4;car or other;23;51,7;none;own;1;skilled employee / official;1;yes;yes
german;575;2012;0;0 <= <200 DM;9;existing credits paid back duly till now;radio/télévision;1082;<100 DM;>=7 years;4;male:single;none;2;4;car or other;27;57,8;none;own;2;unskilled - resident;1;none;yes
german;969;2014;0;no checking account;42;existing credits paid back duly till now;radio/télévision;7166;no savings account;4<= <7 years;2;male:married/widowed;none;;4;savings agreement/life insurance;29;93,2;none;rent;1;skilled employee / official;1;yes;yes
german;56;2010;0;no checking account;6;all credits at this bank paid back duly;car (new);783;no savings account;1<= < 4 years;1;male:single;guarantor;2;2;real estate;26;36,4;store;own;1;unskilled - resident;2;none;yes
german;503;2012;0;>= 200 DM ;9;existing credits paid back duly till now;radio/télévision;1126;100 <= <500 DM;>=7 years;2;male:divorced/separated;none;2;4;real estate;49;66,2;none;own;1;skilled employee / official;1;none;yes
german;904;2014;0;no checking account;15;existing credits paid back duly till now;radio/télévision;1386;no savings account;1<= < 4 years;4;male:married/widowed;none;;2;real estate;40;5,2;none;rent;1;skilled employee / official;1;yes;yes
german;810;2014;1;0 <= <200 DM;15;no credits taken;car (new);1778;<100 DM;<1 years;2;female:divorced/separated/married;none;;1;real estate;26;42,6;none;rent;2;unemployed/ unskilled  - non-resident;1;none;yes
german;586;2012;1;<0 DM;18;existing credits paid back duly till now;furniture/equipment;2039;<100 DM;1<= < 4 years;1;female:divorced/separated/married;none;1;4;real estate;20;37,4;bank;rent;1;skilled employee / official;1;none;yes
german;647;2013;0;<0 DM;30;no credits taken;furniture/equipment;4583;<100 DM;1<= < 4 years;2;male:divorced/separated;guarantor;;2;real estate;32;94,4;none;own;2;skilled employee / official;1;none;yes
german;975;2014;0;no checking account;30;critical account;radio/télévision;2831;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;2;car or other;33;93,7;none;own;1;skilled employee / official;1;yes;yes
german;583;2012;0;no checking account;9;existing credits paid back duly till now;furniture/equipment;1388;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;1;2;real estate;26;77,7;none;rent;1;skilled employee / official;1;none;yes
german;176;2010;1;no checking account;30;all credits at this bank paid back duly;car (used);7485;no savings account;unemployed;4;female:divorced/separated/married;none;2;1;real estate;53;23;bank;own;1;management/ highly qualified employee;1;yes;yes
german;228;2011;1;<0 DM;12;existing credits paid back duly till now;furniture/equipment;7865;<100 DM;>=7 years;4;male:single;none;3;4;unknown / no property;53;95;none;for free;1;management/ highly qualified employee;1;yes;yes
german;655;2013;0;no checking account;24;critical account;car (used);2346;<100 DM;4<= <7 years;4;male:single;none;;3;car or other;35;78,7;none;own;2;skilled employee / official;1;yes;yes
german;416;2012;0;no checking account;36;critical account;car (used);5842;<100 DM;>=7 years;2;male:single;none;2;2;savings agreement/life insurance;35;76,2;none;own;2;skilled employee / official;2;yes;yes
german;448;2012;0;0 <= <200 DM;7;existing credits paid back duly till now;radio/télévision;2576;<100 DM;1<= < 4 years;2;male:single;guarantor;1;2;real estate;35;58,5;none;own;1;skilled employee / official;1;none;yes
german;123;2010;0;no checking account;12;existing credits paid back duly till now;furniture/equipment;1768;<100 DM;1<= < 4 years;3;male:single;none;3;2;real estate;24;9,3;none;rent;1;unskilled - resident;1;none;yes
german;381;2011;0;<0 DM;20;existing credits paid back duly till now;furniture/equipment;2212;no savings account;4<= <7 years;4;male:single;none;3;4;car or other;39;7,1;none;own;1;skilled employee / official;1;yes;yes
german;150;2010;0;no checking account;18;critical account;radio/télévision;1582;>= 1000 DM;>=7 years;4;male:single;none;3;4;car or other;46;77,5;none;own;2;skilled employee / official;1;none;yes
german;670;2013;0;>= 200 DM ;30;critical account;radio/télévision;3017;<100 DM;>=7 years;4;male:single;none;;4;savings agreement/life insurance;47;46,9;none;own;1;skilled employee / official;1;none;yes
german;225;2011;0;no checking account;15;existing credits paid back duly till now;car (used);4657;<100 DM;1<= < 4 years;3;male:single;none;3;2;car or other;30;71,1;none;own;1;skilled employee / official;1;yes;yes
german;796;2013;0;no checking account;9;existing credits paid back duly till now;furniture/equipment;2301;100 <= <500 DM;<1 years;2;female:divorced/separated/married;none;;4;savings agreement/life insurance;22;83,1;none;rent;1;skilled employee / official;1;none;yes
german;163;2010;0;no checking account;15;existing credits paid back duly till now;domestic appliances;1262;500 <= < 1000 DM;4<= <7 years;4;male:single;none;1;3;savings agreement/life insurance;36;64,1;none;own;2;skilled employee / official;1;yes;yes
german;74;2010;0;0 <= <200 DM;42;critical account;business;5954;<100 DM;4<= <7 years;2;female:divorced/separated/married;none;2;1;real estate;41;42,1;bank;own;2;unskilled - resident;1;none;yes
german;608;2013;1;0 <= <200 DM;36;existing credits paid back duly till now;radio/télévision;2671;100 <= <500 DM;1<= < 4 years;4;female:divorced/separated/married;co-applicant;;4;unknown / no property;50;97,5;none;for free;1;skilled employee / official;1;none;yes
german;19;2010;1;0 <= <200 DM;24;existing credits paid back duly till now;car (used);12579;<100 DM;>=7 years;4;female:divorced/separated/married;none;1;2;unknown / no property;44;58,4;none;for free;1;management/ highly qualified employee;1;yes;yes
german;297;2011;0;no checking account;12;existing credits paid back duly till now;car (used);4675;no savings account;<1 years;1;female:divorced/separated/married;none;3;4;car or other;20;42,6;none;rent;1;skilled employee / official;1;none;yes
german;635;2013;1;0 <= <200 DM;24;existing credits paid back duly till now;car (new);1355;<100 DM;<1 years;3;female:divorced/separated/married;none;;4;car or other;25;71,5;none;own;1;unskilled - resident;1;yes;yes
german;943;2014;0;no checking account;24;existing credits paid back duly till now;furniture/equipment;929;no savings account;4<= <7 years;4;male:single;none;;2;car or other;31;59,4;store;own;1;skilled employee / official;1;yes;yes
german;815;2014;1;<0 DM;48;existing credits paid back duly till now;car (new);3931;<100 DM;4<= <7 years;4;male:single;none;;4;unknown / no property;46;99,7;none;for free;1;skilled employee / official;2;none;yes
german;720;2013;0;0 <= <200 DM;20;no credits taken;car (used);6148;100 <= <500 DM;>=7 years;3;male:married/widowed;none;;4;car or other;31;40,6;bank;own;2;skilled employee / official;1;yes;yes
german;449;2012;0;>= 200 DM ;12;existing credits paid back duly till now;furniture/equipment;1424;no savings account;>=7 years;3;female:divorced/separated/married;none;2;4;real estate;55;78,1;none;own;1;management/ highly qualified employee;1;yes;yes
german;678;2013;1;0 <= <200 DM;72;existing credits paid back duly till now;radio/télévision;5595;100 <= <500 DM;1<= < 4 years;2;male:married/widowed;none;;2;car or other;24;42,4;none;own;1;skilled employee / official;1;none;yes
german;653;2013;1;<0 DM;24;existing credits paid back duly till now;car (new);2303;<100 DM;>=7 years;4;male:single;co-applicant;;1;real estate;45;60,7;none;own;1;skilled employee / official;1;none;yes
german;593;2012;0;no checking account;21;existing credits paid back duly till now;business;1572;>= 1000 DM;>=7 years;4;female:divorced/separated/married;none;2;4;real estate;36;14,3;bank;own;1;unskilled - resident;1;none;yes
german;773;2013;0;no checking account;21;critical account;car (used);3275;<100 DM;>=7 years;1;male:single;none;;4;car or other;36;23,6;none;own;1;management/ highly qualified employee;1;yes;yes
german;92;2010;0;<0 DM;12;critical account;car (used);1409;<100 DM;>=7 years;4;male:single;none;2;3;real estate;54;65,3;none;own;1;skilled employee / official;1;none;yes
german;62;2010;0;0 <= <200 DM;15;critical account;radio/télévision;1537;no savings account;>=7 years;4;male:single;guarantor;2;4;real estate;50;54,5;none;own;2;skilled employee / official;1;yes;yes
german;275;2011;1;<0 DM;30;existing credits paid back duly till now;repairs;11998;<100 DM;<1 years;1;male:divorced/separated;none;2;1;unknown / no property;34;15,1;none;own;1;unskilled - resident;1;yes;yes
german;175;2010;1;<0 DM;21;delay in paying off;education;3414;<100 DM;<1 years;2;male:single;none;1;1;savings agreement/life insurance;26;18,4;none;own;2;skilled employee / official;1;none;yes
german;934;2014;0;no checking account;12;critical account;radio/télévision;522;500 <= < 1000 DM;>=7 years;4;male:single;none;;4;savings agreement/life insurance;42;97,2;none;own;2;skilled employee / official;2;yes;yes
german;624;2013;0;<0 DM;12;existing credits paid back duly till now;furniture/equipment;1858;<100 DM;<1 years;4;female:divorced/separated/married;none;;1;car or other;22;43,6;none;rent;1;skilled employee / official;1;none;yes
german;168;2010;0;0 <= <200 DM;11;existing credits paid back duly till now;furniture/equipment;1577;>= 1000 DM;<1 years;4;female:divorced/separated/married;none;3;1;real estate;20;50,2;none;own;1;skilled employee / official;1;none;yes
german;312;2011;0;no checking account;24;existing credits paid back duly till now;furniture/equipment;5511;100 <= <500 DM;1<= < 4 years;4;male:single;none;3;1;car or other;25;97,3;store;own;1;skilled employee / official;1;none;yes
german;333;2011;1;0 <= <200 DM;60;existing credits paid back duly till now;car (new);7408;100 <= <500 DM;<1 years;4;female:divorced/separated/married;none;3;2;savings agreement/life insurance;24;80,3;none;own;1;management/ highly qualified employee;1;none;yes
german;614;2013;0;<0 DM;24;all credits at this bank paid back duly;car (used);3632;<100 DM;1<= < 4 years;1;female:divorced/separated/married;guarantor;;4;car or other;22;15,9;bank;rent;1;skilled employee / official;1;none;no
german;751;2013;0;<0 DM;6;existing credits paid back duly till now;furniture/equipment;428;<100 DM;>=7 years;2;female:divorced/separated/married;none;;1;savings agreement/life insurance;49;15,3;bank;own;1;skilled employee / official;1;yes;yes
german;174;2010;0;0 <= <200 DM;8;existing credits paid back duly till now;radio/télévision;1414;<100 DM;1<= < 4 years;4;male:single;guarantor;3;2;real estate;33;27,5;none;own;1;skilled employee / official;1;none;no
german;812;2014;0;0 <= <200 DM;6;existing credits paid back duly till now;radio/télévision;484;<100 DM;4<= <7 years;3;male:married/widowed;guarantor;;3;real estate;28;27,9;bank;own;1;unskilled - resident;1;none;yes
german;909;2014;0;no checking account;15;delay in paying off;car (used);3594;<100 DM;<1 years;1;female:divorced/separated/married;none;;2;savings agreement/life insurance;46;65,7;none;own;2;unskilled - resident;1;none;yes
german;487;2012;0;no checking account;12;existing credits paid back duly till now;radio/télévision;3077;<100 DM;1<= < 4 years;2;male:single;none;1;4;car or other;52;42,7;none;own;1;skilled employee / official;1;yes;yes
german;510;2012;0;no checking account;39;existing credits paid back duly till now;car (used);8588;100 <= <500 DM;>=7 years;4;male:single;none;3;2;car or other;45;41;none;own;1;management/ highly qualified employee;1;yes;yes
german;927;2014;0;<0 DM;18;critical account;furniture/equipment;1049;<100 DM;<1 years;4;female:divorced/separated/married;none;;4;savings agreement/life insurance;21;10,9;none;rent;1;skilled employee / official;1;none;yes
german;390;2011;0;no checking account;9;existing credits paid back duly till now;business;1449;<100 DM;4<= <7 years;3;female:divorced/separated/married;none;3;2;car or other;27;9,5;none;own;2;skilled employee / official;1;none;yes
german;95;2010;0;0 <= <200 DM;12;existing credits paid back duly till now;car (new);1318;>= 1000 DM;>=7 years;4;male:single;none;2;4;real estate;54;82,4;none;own;1;skilled employee / official;1;yes;yes
german;929;2014;0;no checking account;30;existing credits paid back duly till now;radio/télévision;1867;no savings account;>=7 years;4;male:single;none;;4;car or other;58;25,3;none;own;1;skilled employee / official;1;yes;yes
